variant,pack,group,scenario,seed,transaction_cost_bps,path_bootstrap_reps,path_bootstrap_robust_min_p05,case_slack,breach,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown
v25y_pA,pack1,random_train,pack1_random_train_b11_p6801,17,22,600,-0.005573063734904787,0.0014269362650952133,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b11_p6801,17,25,600,-0.005945968215687369,0.0010540317843126309,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b12_p8403,5,22,600,-0.004997187635617423,0.0020028123643825776,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b12_p8403,5,25,600,-0.0051725741077726815,0.0018274258922273186,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b12_p8403,17,22,600,-0.006618670481398075,0.000381329518601925,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b12_p8403,17,25,600,-0.006891962363522546,0.00010803763647745414,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b13_p11419,5,22,600,-0.005009680151016265,0.001990319848983735,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b13_p11419,5,25,600,-0.005174836671737537,0.0018251633282624635,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b13_p11419,17,22,600,-0.005805751218413274,0.001194248781586726,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b13_p11419,17,25,600,-0.005916067781565209,0.0010839322184347912,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b13_p14175,5,22,600,-0.005188470789160832,0.0018115292108391683,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b13_p14175,5,25,600,-0.005457877873654193,0.001542122126345807,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b13_p14175,17,22,600,-0.005335765615274695,0.0016642343847253051,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b13_p14175,17,25,600,-0.0054843475725620365,0.0015156524274379636,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b13_p14394,5,22,600,-0.005304184562492869,0.001695815437507131,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b13_p14394,5,25,600,-0.005636609451745883,0.0013633905482541174,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b13_p14394,17,22,600,-0.005277653165344325,0.001722346834655675,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b13_p14394,17,25,600,-0.005504635727850593,0.001495364272149407,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b16_p10914,5,22,600,-0.005830005295622132,0.0011699947043778683,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b16_p10914,5,25,600,-0.006059624501700667,0.0009403754982993335,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b16_p10914,17,22,600,-0.005269807944857296,0.001730192055142704,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b16_p10914,17,25,600,-0.005742130334838486,0.0012578696651615144,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b16_p9682,5,22,600,-0.005273999785741057,0.0017260002142589432,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b16_p9682,5,25,600,-0.0054140545621245645,0.0015859454378754356,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack1,random_train,pack1_random_train_b16_p9682,17,22,600,-0.004825976062996923,0.0021740239370030773,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack1,random_train,pack1_random_train_b16_p9682,17,25,600,-0.004921240637571877,0.0020787593624281234,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altblock_b16_s4242,5,18,600,-0.005199655102938705,0.0018003448970612948,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altblock_b16_s4242,5,22,600,-0.005541486031692466,0.0014585139683075338,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altblock_b16_s4242,5,25,600,-0.005831533787465237,0.0011684662125347632,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altblock_b16_s4242,17,18,600,-0.004708854745208851,0.0022911452547911488,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altblock_b16_s4242,17,22,600,-0.005247678258577937,0.001752321741422063,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altblock_b16_s4242,17,25,600,-0.005451677591677534,0.0015483224083224665,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altblock_b16_s4242,29,18,600,-0.005373093310793986,0.0016269066892060143,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altblock_b16_s4242,29,22,600,-0.00607682813044762,0.0009231718695523802,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altblock_b16_s4242,29,25,600,-0.006314845586432532,0.0006851544135674679,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altblock_b24_s4242,5,18,600,-0.003586017106242939,0.0034139828937570613,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altblock_b24_s4242,5,22,600,-0.0037620758575167223,0.003237924142483278,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altblock_b24_s4242,5,25,600,-0.0038593235481621745,0.0031406764518378256,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altblock_b24_s4242,17,18,600,-0.0033183702667748337,0.0036816297332251664,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altblock_b24_s4242,17,22,600,-0.0035881992365820402,0.00341180076341796,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altblock_b24_s4242,17,25,600,-0.003868404203785691,0.003131595796214309,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altblock_b24_s4242,29,18,600,-0.003223671968459002,0.0037763280315409983,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altblock_b24_s4242,29,22,600,-0.003429162415545733,0.003570837584454267,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altblock_b24_s4242,29,25,600,-0.0037973768332455913,0.003202623166754409,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altboth_b24_s6060,5,18,600,-0.003580929769627722,0.0034190702303722783,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altboth_b24_s6060,5,22,600,-0.004028962057263563,0.002971037942736437,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altboth_b24_s6060,5,25,600,-0.004362695154087215,0.002637304845912785,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altboth_b24_s6060,17,18,600,-0.0033402845632950593,0.003659715436704941,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altboth_b24_s6060,17,22,600,-0.003646156575282966,0.003353843424717034,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altboth_b24_s6060,17,25,600,-0.003825262349614006,0.003174737650385994,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altboth_b24_s6060,29,18,600,-0.004516922721175048,0.002483077278824952,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altboth_b24_s6060,29,22,600,-0.0050011938912539015,0.0019988061087460986,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altboth_b24_s6060,29,25,600,-0.005399259646708892,0.001600740353291108,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altseed_b20_s5252,5,18,600,-0.004313028837771437,0.002686971162228563,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altseed_b20_s5252,5,22,600,-0.004589894015613061,0.002410105984386939,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altseed_b20_s5252,5,25,600,-0.0047459243908389345,0.0022540756091610657,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altseed_b20_s5252,17,18,600,-0.0038736320113543165,0.0031263679886456837,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altseed_b20_s5252,17,22,600,-0.004236161014214662,0.002763838985785338,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altseed_b20_s5252,17,25,600,-0.004500137018256583,0.002499862981743417,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,altseed_b20_s5252,29,18,600,-0.004462221732027315,0.002537778267972685,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,altseed_b20_s5252,29,22,600,-0.004858767010659309,0.002141232989340691,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,altseed_b20_s5252,29,25,600,-0.005194098487201304,0.0018059015127986962,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,baseline_b20_s4242,5,18,600,-0.003993744253904902,0.0030062557460950982,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,baseline_b20_s4242,5,22,600,-0.004329380493382018,0.002670619506617982,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,baseline_b20_s4242,5,25,600,-0.004585605336177828,0.002414394663822172,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,baseline_b20_s4242,17,18,600,-0.0035657733000737097,0.0034342266999262904,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,baseline_b20_s4242,17,22,600,-0.0038313182771311572,0.003168681722868843,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,baseline_b20_s4242,17,25,600,-0.004085571997607261,0.002914428002392739,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,baseline_b20_s4242,29,18,600,-0.004339268019285941,0.002660731980714059,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,baseline_b20_s4242,29,22,600,-0.004632570177541528,0.002367429822458472,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,baseline_b20_s4242,29,25,600,-0.004920227259773501,0.0020797727402264987,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,deepcheck_b12_s8080,5,18,600,-0.0050373399248582525,0.0019626600751417476,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,deepcheck_b12_s8080,5,22,600,-0.005432892829390812,0.0015671071706091881,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,deepcheck_b12_s8080,5,25,600,-0.005726569409134042,0.0012734305908659585,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,deepcheck_b12_s8080,17,18,600,-0.005080115082131248,0.0019198849178687525,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,deepcheck_b12_s8080,17,22,600,-0.005333783697612271,0.0016662163023877293,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,deepcheck_b12_s8080,17,25,600,-0.00566636279011834,0.0013336372098816602,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,deepcheck_b12_s8080,29,18,600,-0.004907295887410501,0.0020927041125894993,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,deepcheck_b12_s8080,29,22,600,-0.005230351763467261,0.0017696482365327391,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,deepcheck_b12_s8080,29,25,600,-0.005441611524404938,0.0015583884755950624,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,deepcheck_b28_s9090,5,18,600,-0.002901094938055276,0.0040989050619447236,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,deepcheck_b28_s9090,5,22,600,-0.003091820234083714,0.0039081797659162865,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,deepcheck_b28_s9090,5,25,600,-0.0032707776125645237,0.0037292223874354764,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,deepcheck_b28_s9090,17,18,600,-0.003218332426421094,0.003781667573578906,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,deepcheck_b28_s9090,17,22,600,-0.0034527712735814785,0.0035472287264185216,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,deepcheck_b28_s9090,17,25,600,-0.003619788809960084,0.0033802111900399162,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,deepcheck_b28_s9090,29,18,600,-0.003299323822067795,0.003700676177932205,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,deepcheck_b28_s9090,29,22,600,-0.003519969191535427,0.0034800308084645733,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,deepcheck_b28_s9090,29,25,600,-0.00374906264329638,0.00325093735670362,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,stress_b14_s7070,5,18,600,-0.005201433957895296,0.001798566042104704,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,stress_b14_s7070,5,22,600,-0.005616751632821837,0.001383248367178163,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,stress_b14_s7070,5,25,600,-0.0060481376901954376,0.0009518623098045626,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,stress_b14_s7070,17,18,600,-0.004296531753316529,0.002703468246683471,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,stress_b14_s7070,17,22,600,-0.004424413944056782,0.0025755860559432183,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,stress_b14_s7070,17,25,600,-0.0046065769153085185,0.0023934230846914817,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,stress_b14_s7070,29,18,600,-0.005529019537821594,0.001470980462178406,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,stress_b14_s7070,29,22,600,-0.005822450317750932,0.001177549682249068,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,stress_b14_s7070,29,25,600,-0.006148267233576787,0.0008517327664232131,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,stress_b30_s10010,5,18,600,-0.003133069211200251,0.0038669307887997492,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,stress_b30_s10010,5,22,600,-0.0032581115742842943,0.003741888425715706,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,stress_b30_s10010,5,25,600,-0.003457161684689891,0.003542838315310109,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,stress_b30_s10010,17,18,600,-0.003325220789837485,0.003674779210162515,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,stress_b30_s10010,17,22,600,-0.003505168801534336,0.003494831198465664,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,stress_b30_s10010,17,25,600,-0.003705687523578927,0.0032943124764210734,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,curated,stress_b30_s10010,29,18,600,-0.002876093509909899,0.0041239064900901005,False,0.005690026556344474,0.0034041928687094103,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0060729298861862
v25y_pA,pack2,curated,stress_b30_s10010,29,22,600,-0.002956256433470833,0.004043743566529167,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,curated,stress_b30_s10010,29,25,600,-0.0031308909222765744,0.0038691090777234257,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b10_p13419,5,22,600,-0.00582997710042375,0.00117002289957625,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b10_p13419,5,25,600,-0.006019427550495437,0.0009805724495045628,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b10_p13419,17,22,600,-0.006455775890383997,0.0005442241096160032,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b10_p13419,17,25,600,-0.006686465605875186,0.00031353439412481424,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p10283,5,22,600,-0.005769110241296082,0.001230889758703918,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p10283,5,25,600,-0.006135666301227537,0.0008643336987724628,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p10283,17,22,600,-0.0048955884008202,0.0021044115991798,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p10283,17,25,600,-0.005159069226453744,0.0018409307735462559,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p13833,5,22,600,-0.005234671462968515,0.0017653285370314853,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p13833,5,25,600,-0.005605039521719085,0.0013949604782809155,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p13833,17,22,600,-0.005409386740605926,0.0015906132593940742,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p13833,17,25,600,-0.00563366145366836,0.0013663385463316404,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p8568,5,22,600,-0.0055681554817705314,0.0014318445182294687,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p8568,5,25,600,-0.00568774724521065,0.0013122527547893498,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p8568,17,22,600,-0.005512136864780853,0.0014878631352191474,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p8568,17,25,600,-0.005821380003211407,0.0011786199967885932,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25y_pA,pack2,random_holdout,pack2_random_holdout_b12_p9171,5,22,600,-0.005229803331922978,0.0017701966680770224,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
